"","date","year","month","day","co2_ppm","decade","year_of_decade","date_scale"
"398",1981-12-27,1981,12,27,340.42,"1980's",1,1975-12-27
"399",1982-01-03,1982,1,3,340.57,"1980's",2,1976-01-03
"400",1982-01-10,1982,1,10,340.75,"1980's",2,1976-01-10
"401",1982-01-17,1982,1,17,340.79,"1980's",2,1976-01-17
"402",1982-01-24,1982,1,24,341.63,"1980's",2,1976-01-24
"403",1982-01-31,1982,1,31,341.75,"1980's",2,1976-01-31
"404",1982-02-07,1982,2,7,341.57,"1980's",2,1976-02-07
"405",1982-02-14,1982,2,14,341.6,"1980's",2,1976-02-14
"406",1982-02-21,1982,2,21,341.95,"1980's",2,1976-02-21
"407",1982-02-28,1982,2,28,342.69,"1980's",2,1976-02-28
"408",1982-03-07,1982,3,7,342.46,"1980's",2,1976-03-07
"409",1982-03-14,1982,3,14,342.71,"1980's",2,1976-03-14
"410",1982-03-21,1982,3,21,342.773380965838,"1980's",2,1976-03-21
"411",1982-03-28,1982,3,28,342.83,"1980's",2,1976-03-28
"412",1982-04-04,1982,4,4,343.38,"1980's",2,1976-04-04
"413",1982-04-11,1982,4,11,344.347274971374,"1980's",2,1976-04-11
"414",1982-04-18,1982,4,18,345.150021472037,"1980's",2,1976-04-18
"415",1982-04-25,1982,4,25,345.11,"1980's",2,1976-04-25
"416",1982-05-02,1982,5,2,344.38,"1980's",2,1976-05-02
"417",1982-05-09,1982,5,9,344.91,"1980's",2,1976-05-09
"418",1982-05-16,1982,5,16,344.78,"1980's",2,1976-05-16
"419",1982-05-23,1982,5,23,344.97,"1980's",2,1976-05-23
"420",1982-05-30,1982,5,30,344.23,"1980's",2,1976-05-30
"421",1982-06-06,1982,6,6,344.07,"1980's",2,1976-06-06
"422",1982-06-13,1982,6,13,344.18,"1980's",2,1976-06-13
"423",1982-06-20,1982,6,20,343.51,"1980's",2,1976-06-20
"424",1982-06-27,1982,6,27,343.34,"1980's",2,1976-06-27
"425",1982-07-04,1982,7,4,343.02,"1980's",2,1976-07-04
"426",1982-07-11,1982,7,11,342.35,"1980's",2,1976-07-11
"427",1982-07-18,1982,7,18,342.19,"1980's",2,1976-07-18
"428",1982-07-25,1982,7,25,341.86,"1980's",2,1976-07-25
"429",1982-08-01,1982,8,1,341.16,"1980's",2,1976-08-01
"430",1982-08-08,1982,8,8,340.7,"1980's",2,1976-08-08
"431",1982-08-15,1982,8,15,340.58,"1980's",2,1976-08-15
"432",1982-08-22,1982,8,22,339.46,"1980's",2,1976-08-22
"433",1982-08-29,1982,8,29,338.97,"1980's",2,1976-08-29
"434",1982-09-05,1982,9,5,338.83,"1980's",2,1976-09-05
"435",1982-09-12,1982,9,12,339.09,"1980's",2,1976-09-12
"436",1982-09-19,1982,9,19,337.35,"1980's",2,1976-09-19
"437",1982-09-26,1982,9,26,337.62,"1980's",2,1976-09-26
"438",1982-10-03,1982,10,3,338.02,"1980's",2,1976-10-03
"439",1982-10-10,1982,10,10,338.06,"1980's",2,1976-10-10
"440",1982-10-17,1982,10,17,338.31,"1980's",2,1976-10-17
"441",1982-10-24,1982,10,24,339.3,"1980's",2,1976-10-24
"442",1982-10-31,1982,10,31,338.9,"1980's",2,1976-10-31
"443",1982-11-07,1982,11,7,339.13,"1980's",2,1976-11-07
"444",1982-11-14,1982,11,14,339.43,"1980's",2,1976-11-14
"445",1982-11-21,1982,11,21,340.17,"1980's",2,1976-11-21
"446",1982-11-28,1982,11,28,339.7,"1980's",2,1976-11-28
"447",1982-12-05,1982,12,5,340.44,"1980's",2,1976-12-05
"448",1982-12-12,1982,12,12,340.69,"1980's",2,1976-12-12
"449",1982-12-19,1982,12,19,341.24,"1980's",2,1976-12-19
"450",1982-12-26,1982,12,26,341.31,"1980's",2,1976-12-26
"451",1983-01-02,1983,1,2,341.58,"1980's",3,1977-01-02
"452",1983-01-09,1983,1,9,342.07,"1980's",3,1977-01-09
"453",1983-01-16,1983,1,16,341.32,"1980's",3,1977-01-16
"454",1983-01-23,1983,1,23,341.62,"1980's",3,1977-01-23
"455",1983-01-30,1983,1,30,341.97,"1980's",3,1977-01-30
"456",1983-02-06,1983,2,6,342.66,"1980's",3,1977-02-06
"457",1983-02-13,1983,2,13,342.94,"1980's",3,1977-02-13
"458",1983-02-20,1983,2,20,342.91,"1980's",3,1977-02-20
"459",1983-02-27,1983,2,27,342.59,"1980's",3,1977-02-27
"460",1983-03-06,1983,3,6,342.51,"1980's",3,1977-03-06
"461",1983-03-13,1983,3,13,343.61,"1980's",3,1977-03-13
"462",1983-03-20,1983,3,20,345.18,"1980's",3,1977-03-20
"463",1983-03-27,1983,3,27,343.92,"1980's",3,1977-03-27
"464",1983-04-03,1983,4,3,344.89,"1980's",3,1977-04-03
"465",1983-04-10,1983,4,10,345.2,"1980's",3,1977-04-10
"466",1983-04-17,1983,4,17,345.72,"1980's",3,1977-04-17
"467",1983-04-24,1983,4,24,345.93,"1980's",3,1977-04-24
"468",1983-05-01,1983,5,1,345.78,"1980's",3,1977-05-01
"469",1983-05-08,1983,5,8,346.05,"1980's",3,1977-05-08
"470",1983-05-15,1983,5,15,346.43,"1980's",3,1977-05-15
"471",1983-05-22,1983,5,22,346.18,"1980's",3,1977-05-22
"472",1983-05-29,1983,5,29,346.06,"1980's",3,1977-05-29
"473",1983-06-05,1983,6,5,346.23,"1980's",3,1977-06-05
"474",1983-06-12,1983,6,12,345.85,"1980's",3,1977-06-12
"475",1983-06-19,1983,6,19,345.52,"1980's",3,1977-06-19
"476",1983-06-26,1983,6,26,345.12,"1980's",3,1977-06-26
"477",1983-07-03,1983,7,3,345.17,"1980's",3,1977-07-03
"478",1983-07-10,1983,7,10,344.12,"1980's",3,1977-07-10
"479",1983-07-17,1983,7,17,344.27,"1980's",3,1977-07-17
"480",1983-07-24,1983,7,24,343.72,"1980's",3,1977-07-24
"481",1983-07-31,1983,7,31,343.1,"1980's",3,1977-07-31
"482",1983-08-07,1983,8,7,342.613394183613,"1980's",3,1977-08-07
"483",1983-08-14,1983,8,14,342.33,"1980's",3,1977-08-14
"484",1983-08-21,1983,8,21,342.05,"1980's",3,1977-08-21
"485",1983-08-28,1983,8,28,340.98,"1980's",3,1977-08-28
"486",1983-09-04,1983,9,4,340.47,"1980's",3,1977-09-04
"487",1983-09-11,1983,9,11,340.37,"1980's",3,1977-09-11
"488",1983-09-18,1983,9,18,340.43,"1980's",3,1977-09-18
"489",1983-09-25,1983,9,25,340.47,"1980's",3,1977-09-25
"490",1983-10-02,1983,10,2,340.13,"1980's",3,1977-10-02
"491",1983-10-09,1983,10,9,340.34,"1980's",3,1977-10-09
"492",1983-10-16,1983,10,16,340.96,"1980's",3,1977-10-16
"493",1983-10-23,1983,10,23,340.82,"1980's",3,1977-10-23
"494",1983-10-30,1983,10,30,341.21,"1980's",3,1977-10-30
"495",1983-11-06,1983,11,6,341.51,"1980's",3,1977-11-06
"496",1983-11-13,1983,11,13,341.8,"1980's",3,1977-11-13
"497",1983-11-20,1983,11,20,342.05,"1980's",3,1977-11-20
"498",1983-11-27,1983,11,27,342.43,"1980's",3,1977-11-27
"499",1983-12-04,1983,12,4,342.61,"1980's",3,1977-12-04
"500",1983-12-11,1983,12,11,342.97,"1980's",3,1977-12-11
"501",1983-12-18,1983,12,18,343.54,"1980's",3,1977-12-18
"502",1983-12-25,1983,12,25,343.76,"1980's",3,1977-12-25
"503",1984-01-01,1984,1,1,344.19,"1980's",4,1978-01-01
"504",1984-01-08,1984,1,8,343.89,"1980's",4,1978-01-08
"505",1984-01-15,1984,1,15,344.09,"1980's",4,1978-01-15
"506",1984-01-22,1984,1,22,344.49,"1980's",4,1978-01-22
"507",1984-01-29,1984,1,29,344.71,"1980's",4,1978-01-29
"508",1984-02-05,1984,2,5,344.99,"1980's",4,1978-02-05
"509",1984-02-12,1984,2,12,344.78,"1980's",4,1978-02-12
"510",1984-02-19,1984,2,19,345.12,"1980's",4,1978-02-19
"511",1984-02-26,1984,2,26,345.05,"1980's",4,1978-02-26
"512",1984-03-04,1984,3,4,345.36,"1980's",4,1978-03-04
"513",1984-03-11,1984,3,11,345.67,"1980's",4,1978-03-11
"514",1984-03-18,1984,3,18,345.86,"1980's",4,1978-03-18
"515",1984-03-25,1984,3,25,345.91,"1980's",4,1978-03-25
"516",1984-04-01,1984,4,1,346.323135960483,"1980's",4,1978-04-01
"517",1984-04-08,1984,4,8,347.006635819354,"1980's",4,1978-04-08
"518",1984-04-15,1984,4,15,347.668567697984,"1980's",4,1978-04-15
"519",1984-04-22,1984,4,22,348.016999717742,"1980's",4,1978-04-22
"520",1984-04-29,1984,4,29,347.76,"1980's",4,1978-04-29
"521",1984-05-06,1984,5,6,347.27,"1980's",4,1978-05-06
"522",1984-05-13,1984,5,13,348.04,"1980's",4,1978-05-13
"523",1984-05-20,1984,5,20,347.7,"1980's",4,1978-05-20
"524",1984-05-27,1984,5,27,347.67,"1980's",4,1978-05-27
"525",1984-06-03,1984,6,3,347.31,"1980's",4,1978-06-03
"526",1984-06-10,1984,6,10,347.56,"1980's",4,1978-06-10
"527",1984-06-17,1984,6,17,347.11,"1980's",4,1978-06-17
"528",1984-06-24,1984,6,24,346.67,"1980's",4,1978-06-24
"529",1984-07-01,1984,7,1,346.46,"1980's",4,1978-07-01
"530",1984-07-08,1984,7,8,346.31,"1980's",4,1978-07-08
"531",1984-07-15,1984,7,15,345.75,"1980's",4,1978-07-15
"532",1984-07-22,1984,7,22,345.09,"1980's",4,1978-07-22
"533",1984-07-29,1984,7,29,344.97,"1980's",4,1978-07-29
"534",1984-08-05,1984,8,5,344.53,"1980's",4,1978-08-05
"535",1984-08-12,1984,8,12,344.37,"1980's",4,1978-08-12
"536",1984-08-19,1984,8,19,343.24,"1980's",4,1978-08-19
"537",1984-08-26,1984,8,26,342.32,"1980's",4,1978-08-26
"538",1984-09-02,1984,9,2,341.07,"1980's",4,1978-09-02
"539",1984-09-09,1984,9,9,341.29,"1980's",4,1978-09-09
"540",1984-09-16,1984,9,16,342.07,"1980's",4,1978-09-16
"541",1984-09-23,1984,9,23,341.43,"1980's",4,1978-09-23
"542",1984-09-30,1984,9,30,341.95,"1980's",4,1978-09-30
"543",1984-10-07,1984,10,7,341.55,"1980's",4,1978-10-07
"544",1984-10-14,1984,10,14,342.19,"1980's",4,1978-10-14
"545",1984-10-21,1984,10,21,342.12,"1980's",4,1978-10-21
"546",1984-10-28,1984,10,28,342.26,"1980's",4,1978-10-28
"547",1984-11-04,1984,11,4,342.82,"1980's",4,1978-11-04
"548",1984-11-11,1984,11,11,343.32,"1980's",4,1978-11-11
"549",1984-11-18,1984,11,18,343.69,"1980's",4,1978-11-18
"550",1984-11-25,1984,11,25,343.71,"1980's",4,1978-11-25
"551",1984-12-02,1984,12,2,344.24,"1980's",4,1978-12-02
"552",1984-12-09,1984,12,9,344.85,"1980's",4,1978-12-09
"553",1984-12-16,1984,12,16,345.09,"1980's",4,1978-12-16
"554",1984-12-23,1984,12,23,345.78,"1980's",4,1978-12-23
"555",1984-12-30,1984,12,30,345.64,"1980's",4,1978-12-30
"556",1985-01-06,1985,1,6,345.57,"1980's",5,1979-01-06
"557",1985-01-13,1985,1,13,345.36,"1980's",5,1979-01-13
"558",1985-01-20,1985,1,20,345.35,"1980's",5,1979-01-20
"559",1985-01-27,1985,1,27,345.83,"1980's",5,1979-01-27
"560",1985-02-03,1985,2,3,346.16,"1980's",5,1979-02-03
"561",1985-02-10,1985,2,10,346,"1980's",5,1979-02-10
"562",1985-02-17,1985,2,17,346.74,"1980's",5,1979-02-17
"563",1985-02-24,1985,2,24,346.94,"1980's",5,1979-02-24
"564",1985-03-03,1985,3,3,347.48,"1980's",5,1979-03-03
"565",1985-03-10,1985,3,10,347.84,"1980's",5,1979-03-10
"566",1985-03-17,1985,3,17,348.19,"1980's",5,1979-03-17
"567",1985-03-24,1985,3,24,348.08,"1980's",5,1979-03-24
"568",1985-03-31,1985,3,31,348.56,"1980's",5,1979-03-31
"569",1985-04-07,1985,4,7,348.52,"1980's",5,1979-04-07
"570",1985-04-14,1985,4,14,348.17,"1980's",5,1979-04-14
"571",1985-04-21,1985,4,21,349.11,"1980's",5,1979-04-21
"572",1985-04-28,1985,4,28,349.21,"1980's",5,1979-04-28
"573",1985-05-05,1985,5,5,349.54,"1980's",5,1979-05-05
"574",1985-05-12,1985,5,12,349.39,"1980's",5,1979-05-12
"575",1985-05-19,1985,5,19,349.32,"1980's",5,1979-05-19
"576",1985-05-26,1985,5,26,348.92,"1980's",5,1979-05-26
"577",1985-06-02,1985,6,2,349.09,"1980's",5,1979-06-02
"578",1985-06-09,1985,6,9,349.02,"1980's",5,1979-06-09
"579",1985-06-16,1985,6,16,348.59,"1980's",5,1979-06-16
"580",1985-06-23,1985,6,23,348.03,"1980's",5,1979-06-23
"581",1985-06-30,1985,6,30,347.45,"1980's",5,1979-06-30
"582",1985-07-07,1985,7,7,347.31,"1980's",5,1979-07-07
"583",1985-07-14,1985,7,14,347.07,"1980's",5,1979-07-14
"584",1985-07-21,1985,7,21,346.67,"1980's",5,1979-07-21
"585",1985-07-28,1985,7,28,345.96,"1980's",5,1979-07-28
"586",1985-08-04,1985,8,4,345.51,"1980's",5,1979-08-04
"587",1985-08-11,1985,8,11,344.35,"1980's",5,1979-08-11
"588",1985-08-18,1985,8,18,344.79,"1980's",5,1979-08-18
"589",1985-08-25,1985,8,25,344.94,"1980's",5,1979-08-25
"590",1985-09-01,1985,9,1,344.33,"1980's",5,1979-09-01
"591",1985-09-08,1985,9,8,343.79,"1980's",5,1979-09-08
"592",1985-09-15,1985,9,15,343.54,"1980's",5,1979-09-15
"593",1985-09-22,1985,9,22,342.48,"1980's",5,1979-09-22
"594",1985-09-29,1985,9,29,342.48,"1980's",5,1979-09-29
"595",1985-10-06,1985,10,6,343.07,"1980's",5,1979-10-06
"596",1985-10-13,1985,10,13,343.17,"1980's",5,1979-10-13
"597",1985-10-20,1985,10,20,343.83,"1980's",5,1979-10-20
"598",1985-10-27,1985,10,27,343.97,"1980's",5,1979-10-27
"599",1985-11-03,1985,11,3,343.97,"1980's",5,1979-11-03
"600",1985-11-10,1985,11,10,344.57,"1980's",5,1979-11-10
"601",1985-11-17,1985,11,17,345.05,"1980's",5,1979-11-17
"602",1985-11-24,1985,11,24,345.58,"1980's",5,1979-11-24
"603",1985-12-01,1985,12,1,345.53,"1980's",5,1979-12-01
"604",1985-12-08,1985,12,8,346.07,"1980's",5,1979-12-08
"605",1985-12-15,1985,12,15,346.12,"1980's",5,1979-12-15
"606",1985-12-22,1985,12,22,346.28,"1980's",5,1979-12-22
"607",1985-12-29,1985,12,29,346.93,"1980's",5,1979-12-29
"608",1986-01-05,1986,1,5,346.81,"1980's",6,1980-01-05
"609",1986-01-12,1986,1,12,346.66,"1980's",6,1980-01-12
"610",1986-01-19,1986,1,19,346.98,"1980's",6,1980-01-19
"611",1986-01-26,1986,1,26,346.71,"1980's",6,1980-01-26
"612",1986-02-02,1986,2,2,347.15,"1980's",6,1980-02-02
"613",1986-02-09,1986,2,9,347.43,"1980's",6,1980-02-09
"614",1986-02-16,1986,2,16,347.79,"1980's",6,1980-02-16
"615",1986-02-23,1986,2,23,347.62,"1980's",6,1980-02-23
"616",1986-03-02,1986,3,2,347.19,"1980's",6,1980-03-02
"617",1986-03-09,1986,3,9,347.28,"1980's",6,1980-03-09
"618",1986-03-16,1986,3,16,348.08,"1980's",6,1980-03-16
"619",1986-03-23,1986,3,23,349.54,"1980's",6,1980-03-23
"620",1986-03-30,1986,3,30,349.06,"1980's",6,1980-03-30
"621",1986-04-06,1986,4,6,349.72,"1980's",6,1980-04-06
"622",1986-04-13,1986,4,13,349.85,"1980's",6,1980-04-13
"623",1986-04-20,1986,4,20,350.16,"1980's",6,1980-04-20
"624",1986-04-27,1986,4,27,350.77,"1980's",6,1980-04-27
"625",1986-05-04,1986,5,4,350.49,"1980's",6,1980-05-04
"626",1986-05-11,1986,5,11,350.71,"1980's",6,1980-05-11
"627",1986-05-18,1986,5,18,350.7,"1980's",6,1980-05-18
"628",1986-05-25,1986,5,25,350.16,"1980's",6,1980-05-25
"629",1986-06-01,1986,6,1,350.38,"1980's",6,1980-06-01
"630",1986-06-08,1986,6,8,350.34,"1980's",6,1980-06-08
"631",1986-06-15,1986,6,15,350.12,"1980's",6,1980-06-15
"632",1986-06-22,1986,6,22,349.6,"1980's",6,1980-06-22
"633",1986-06-29,1986,6,29,349.14,"1980's",6,1980-06-29
"634",1986-07-06,1986,7,6,348.89,"1980's",6,1980-07-06
"635",1986-07-13,1986,7,13,347.71,"1980's",6,1980-07-13
"636",1986-07-20,1986,7,20,347.95,"1980's",6,1980-07-20
"637",1986-07-27,1986,7,27,347.82,"1980's",6,1980-07-27
"638",1986-08-03,1986,8,3,346.81,"1980's",6,1980-08-03
"639",1986-08-10,1986,8,10,346.28,"1980's",6,1980-08-10
"640",1986-08-17,1986,8,17,345.76,"1980's",6,1980-08-17
"641",1986-08-24,1986,8,24,345.74,"1980's",6,1980-08-24
"642",1986-08-31,1986,8,31,345.33,"1980's",6,1980-08-31
"643",1986-09-07,1986,9,7,345.74,"1980's",6,1980-09-07
"644",1986-09-14,1986,9,14,346.07,"1980's",6,1980-09-14
"645",1986-09-21,1986,9,21,344.75,"1980's",6,1980-09-21
"646",1986-09-28,1986,9,28,345.16,"1980's",6,1980-09-28
"647",1986-10-05,1986,10,5,344.46,"1980's",6,1980-10-05
"648",1986-10-12,1986,10,12,344.67,"1980's",6,1980-10-12
"649",1986-10-19,1986,10,19,344.75,"1980's",6,1980-10-19
"650",1986-10-26,1986,10,26,345.55,"1980's",6,1980-10-26
"651",1986-11-02,1986,11,2,345.75,"1980's",6,1980-11-02
"652",1986-11-09,1986,11,9,346.27,"1980's",6,1980-11-09
"653",1986-11-16,1986,11,16,346.22,"1980's",6,1980-11-16
"654",1986-11-23,1986,11,23,346.55,"1980's",6,1980-11-23
"655",1986-11-30,1986,11,30,347.38,"1980's",6,1980-11-30
"656",1986-12-07,1986,12,7,347.32,"1980's",6,1980-12-07
"657",1986-12-14,1986,12,14,347.36,"1980's",6,1980-12-14
"658",1986-12-21,1986,12,21,347.49,"1980's",6,1980-12-21
"659",1986-12-28,1986,12,28,347.84,"1980's",6,1980-12-28
"660",1987-01-04,1987,1,4,348.3,"1980's",7,1981-01-04
"661",1987-01-11,1987,1,11,349.04,"1980's",7,1981-01-11
"662",1987-01-18,1987,1,18,348.82,"1980's",7,1981-01-18
"663",1987-01-25,1987,1,25,348.81,"1980's",7,1981-01-25
"664",1987-02-01,1987,2,1,348.65,"1980's",7,1981-02-01
"665",1987-02-08,1987,2,8,348.42,"1980's",7,1981-02-08
"666",1987-02-15,1987,2,15,349.13,"1980's",7,1981-02-15
"667",1987-02-22,1987,2,22,349.61,"1980's",7,1981-02-22
"668",1987-03-01,1987,3,1,349.2,"1980's",7,1981-03-01
"669",1987-03-08,1987,3,8,349.37,"1980's",7,1981-03-08
"670",1987-03-15,1987,3,15,350.11,"1980's",7,1981-03-15
"671",1987-03-22,1987,3,22,350.49,"1980's",7,1981-03-22
"672",1987-03-29,1987,3,29,351.19,"1980's",7,1981-03-29
"673",1987-04-05,1987,4,5,350.84,"1980's",7,1981-04-05
"674",1987-04-12,1987,4,12,351.17,"1980's",7,1981-04-12
"675",1987-04-19,1987,4,19,351.72,"1980's",7,1981-04-19
"676",1987-04-26,1987,4,26,351.81,"1980's",7,1981-04-26
"677",1987-05-03,1987,5,3,352.21,"1980's",7,1981-05-03
"678",1987-05-10,1987,5,10,352.13,"1980's",7,1981-05-10
"679",1987-05-17,1987,5,17,352.11,"1980's",7,1981-05-17
"680",1987-05-24,1987,5,24,352.29,"1980's",7,1981-05-24
"681",1987-05-31,1987,5,31,352.2,"1980's",7,1981-05-31
"682",1987-06-07,1987,6,7,351.8,"1980's",7,1981-06-07
"683",1987-06-14,1987,6,14,351.42,"1980's",7,1981-06-14
"684",1987-06-21,1987,6,21,351.32,"1980's",7,1981-06-21
"685",1987-06-28,1987,6,28,350.67,"1980's",7,1981-06-28
"686",1987-07-05,1987,7,5,350.84,"1980's",7,1981-07-05
"687",1987-07-12,1987,7,12,349.79,"1980's",7,1981-07-12
"688",1987-07-19,1987,7,19,350.23,"1980's",7,1981-07-19
"689",1987-07-26,1987,7,26,349.77,"1980's",7,1981-07-26
"690",1987-08-02,1987,8,2,348,"1980's",7,1981-08-02
"691",1987-08-09,1987,8,9,348.87,"1980's",7,1981-08-09
"692",1987-08-16,1987,8,16,348.36,"1980's",7,1981-08-16
"693",1987-08-23,1987,8,23,347.92,"1980's",7,1981-08-23
"694",1987-08-30,1987,8,30,346.95,"1980's",7,1981-08-30
"695",1987-09-06,1987,9,6,346.7,"1980's",7,1981-09-06
"696",1987-09-13,1987,9,13,346.96,"1980's",7,1981-09-13
"697",1987-09-20,1987,9,20,345.9,"1980's",7,1981-09-20
"698",1987-09-27,1987,9,27,346.36,"1980's",7,1981-09-27
"699",1987-10-04,1987,10,4,346.5,"1980's",7,1981-10-04
"700",1987-10-11,1987,10,11,346.7,"1980's",7,1981-10-11
"701",1987-10-18,1987,10,18,347.1,"1980's",7,1981-10-18
"702",1987-10-25,1987,10,25,347.03,"1980's",7,1981-10-25
"703",1987-11-01,1987,11,1,347.46,"1980's",7,1981-11-01
"704",1987-11-08,1987,11,8,347.64,"1980's",7,1981-11-08
"705",1987-11-15,1987,11,15,348.19,"1980's",7,1981-11-15
"706",1987-11-22,1987,11,22,348.84,"1980's",7,1981-11-22
"707",1987-11-29,1987,11,29,348.88,"1980's",7,1981-11-29
"708",1987-12-06,1987,12,6,348.86,"1980's",7,1981-12-06
"709",1987-12-13,1987,12,13,349.36,"1980's",7,1981-12-13
"710",1987-12-20,1987,12,20,349.5,"1980's",7,1981-12-20
"711",1987-12-27,1987,12,27,349.89,"1980's",7,1981-12-27
"712",1988-01-03,1988,1,3,350.26,"1980's",8,1982-01-03
"713",1988-01-10,1988,1,10,350.41,"1980's",8,1982-01-10
"714",1988-01-17,1988,1,17,350.67,"1980's",8,1982-01-17
"715",1988-01-24,1988,1,24,350.83,"1980's",8,1982-01-24
"716",1988-01-31,1988,1,31,351.79,"1980's",8,1982-01-31
"717",1988-02-07,1988,2,7,351.22,"1980's",8,1982-02-07
"718",1988-02-14,1988,2,14,351.28,"1980's",8,1982-02-14
"719",1988-02-21,1988,2,21,352.23,"1980's",8,1982-02-21
"720",1988-02-28,1988,2,28,353.15,"1980's",8,1982-02-28
"721",1988-03-06,1988,3,6,352.51,"1980's",8,1982-03-06
"722",1988-03-13,1988,3,13,352.06,"1980's",8,1982-03-13
"723",1988-03-20,1988,3,20,351.84,"1980's",8,1982-03-20
"724",1988-03-27,1988,3,27,353.04,"1980's",8,1982-03-27
"725",1988-04-03,1988,4,3,353.31,"1980's",8,1982-04-03
"726",1988-04-10,1988,4,10,353.44,"1980's",8,1982-04-10
"727",1988-04-17,1988,4,17,353.62,"1980's",8,1982-04-17
"728",1988-04-24,1988,4,24,354.54,"1980's",8,1982-04-24
"729",1988-05-01,1988,5,1,354.06,"1980's",8,1982-05-01
"730",1988-05-08,1988,5,8,354.33,"1980's",8,1982-05-08
"731",1988-05-15,1988,5,15,354.32,"1980's",8,1982-05-15
"732",1988-05-22,1988,5,22,354.8,"1980's",8,1982-05-22
"733",1988-05-29,1988,5,29,354.08,"1980's",8,1982-05-29
"734",1988-06-05,1988,6,5,354.43,"1980's",8,1982-06-05
"735",1988-06-12,1988,6,12,353.86,"1980's",8,1982-06-12
"736",1988-06-19,1988,6,19,353.46,"1980's",8,1982-06-19
"737",1988-06-26,1988,6,26,353.43,"1980's",8,1982-06-26
"738",1988-07-03,1988,7,3,352.95,"1980's",8,1982-07-03
"739",1988-07-10,1988,7,10,353.11,"1980's",8,1982-07-10
"740",1988-07-17,1988,7,17,353.02,"1980's",8,1982-07-17
"741",1988-07-24,1988,7,24,352.1,"1980's",8,1982-07-24
"742",1988-07-31,1988,7,31,350.98,"1980's",8,1982-07-31
"743",1988-08-07,1988,8,7,350.91,"1980's",8,1982-08-07
"744",1988-08-14,1988,8,14,350.23,"1980's",8,1982-08-14
"745",1988-08-21,1988,8,21,350.26,"1980's",8,1982-08-21
"746",1988-08-28,1988,8,28,349.61,"1980's",8,1982-08-28
"747",1988-09-04,1988,9,4,348.92,"1980's",8,1982-09-04
"748",1988-09-11,1988,9,11,349.2,"1980's",8,1982-09-11
"749",1988-09-18,1988,9,18,348.9,"1980's",8,1982-09-18
"750",1988-09-25,1988,9,25,348.85,"1980's",8,1982-09-25
"751",1988-10-02,1988,10,2,349.2,"1980's",8,1982-10-02
"752",1988-10-09,1988,10,9,348.95,"1980's",8,1982-10-09
"753",1988-10-16,1988,10,16,349.54,"1980's",8,1982-10-16
"754",1988-10-23,1988,10,23,349.69,"1980's",8,1982-10-23
"755",1988-10-30,1988,10,30,350.01,"1980's",8,1982-10-30
"756",1988-11-06,1988,11,6,350.1,"1980's",8,1982-11-06
"757",1988-11-13,1988,11,13,350.38,"1980's",8,1982-11-13
"758",1988-11-20,1988,11,20,350.78,"1980's",8,1982-11-20
"759",1988-11-27,1988,11,27,350.83,"1980's",8,1982-11-27
"760",1988-12-04,1988,12,4,351.11,"1980's",8,1982-12-04
"761",1988-12-11,1988,12,11,351.65,"1980's",8,1982-12-11
"762",1988-12-18,1988,12,18,351.78,"1980's",8,1982-12-18
"763",1988-12-25,1988,12,25,352.27,"1980's",8,1982-12-25
"764",1989-01-01,1989,1,1,352.67,"1980's",9,1983-01-01
"765",1989-01-08,1989,1,8,353.29,"1980's",9,1983-01-08
"766",1989-01-15,1989,1,15,353.17,"1980's",9,1983-01-15
"767",1989-01-22,1989,1,22,352.82,"1980's",9,1983-01-22
"768",1989-01-29,1989,1,29,353.47,"1980's",9,1983-01-29
"769",1989-02-05,1989,2,5,352.96,"1980's",9,1983-02-05
"770",1989-02-12,1989,2,12,353.48,"1980's",9,1983-02-12
"771",1989-02-19,1989,2,19,353.76,"1980's",9,1983-02-19
"772",1989-02-26,1989,2,26,353.91,"1980's",9,1983-02-26
"773",1989-03-05,1989,3,5,353.77,"1980's",9,1983-03-05
"774",1989-03-12,1989,3,12,353.71,"1980's",9,1983-03-12
"775",1989-03-19,1989,3,19,354.19,"1980's",9,1983-03-19
"776",1989-03-26,1989,3,26,354.85,"1980's",9,1983-03-26
"777",1989-04-02,1989,4,2,354.81,"1980's",9,1983-04-02
"778",1989-04-09,1989,4,9,355.51,"1980's",9,1983-04-09
"779",1989-04-16,1989,4,16,356.15,"1980's",9,1983-04-16
"780",1989-04-23,1989,4,23,356.39,"1980's",9,1983-04-23
"781",1989-04-30,1989,4,30,355.83,"1980's",9,1983-04-30
"782",1989-05-07,1989,5,7,355.67,"1980's",9,1983-05-07
"783",1989-05-14,1989,5,14,356.18,"1980's",9,1983-05-14
"784",1989-05-21,1989,5,21,356.06,"1980's",9,1983-05-21
"785",1989-05-28,1989,5,28,356.21,"1980's",9,1983-05-28
"786",1989-06-04,1989,6,4,355.64,"1980's",9,1983-06-04
"787",1989-06-11,1989,6,11,355.53,"1980's",9,1983-06-11
"788",1989-06-18,1989,6,18,355.05,"1980's",9,1983-06-18
"789",1989-06-25,1989,6,25,355.08,"1980's",9,1983-06-25
"790",1989-07-02,1989,7,2,354.77,"1980's",9,1983-07-02
"791",1989-07-09,1989,7,9,354.48,"1980's",9,1983-07-09
"792",1989-07-16,1989,7,16,353.62,"1980's",9,1983-07-16
"793",1989-07-23,1989,7,23,353.33,"1980's",9,1983-07-23
"794",1989-07-30,1989,7,30,353.3,"1980's",9,1983-07-30
"795",1989-08-06,1989,8,6,352.69,"1980's",9,1983-08-06
